PROGRAM_LABEL,NAME,CODE,TOTAL_UNITS
All HUD,FL CITRUS COUNTY,12017,-1
S236,FL CITRUS COUNTY,12017,0
PH,FL CITRUS COUNTY,12017,0
MR,FL CLAY COUNTY,12019,-1
VO,FL CLAY COUNTY,12019,-1
MF/Other,FL CLAY COUNTY,12019,100
All HUD,FL CLAY COUNTY,12019,-1
S8 NC/SR,FL CLAY COUNTY,12019,65
S236,FL CLAY COUNTY,12019,0
PH,FL CLAY COUNTY,12019,0
MR,FL COLLIER COUNTY,12021,-1
VO,FL COLLIER COUNTY,12021,-1
S236,FL COLLIER COUNTY,12021,0
MF/Other,FL COLLIER COUNTY,12021,406
All HUD,FL COLLIER COUNTY,12021,-1
S8 NC/SR,FL COLLIER COUNTY,12021,70
PH,FL COLLIER COUNTY,12021,0
VO,FL COLUMBIA COUNTY,12023,-1
MR,FL COLUMBIA COUNTY,12023,-1
MF/Other,FL COLUMBIA COUNTY,12023,72
S236,FL COLUMBIA COUNTY,12023,0
S8 NC/SR,FL COLUMBIA COUNTY,12023,13
All HUD,FL COLUMBIA COUNTY,12023,-1
PH,FL COLUMBIA COUNTY,12023,80
VO,FL DESOTO COUNTY,12027,-1
MR,FL DESOTO COUNTY,12027,-1
MF/Other,FL DESOTO COUNTY,12027,0
S236,FL DESOTO COUNTY,12027,0
S8 NC/SR,FL DESOTO COUNTY,12027,0
All HUD,FL DESOTO COUNTY,12027,-1
PH,FL DESOTO COUNTY,12027,130
MR,FL DIXIE COUNTY,12029,-1
VO,FL DIXIE COUNTY,12029,-1
MF/Other,FL DIXIE COUNTY,12029,0
S8 NC/SR,FL DIXIE COUNTY,12029,0
S236,FL DIXIE COUNTY,12029,0
All HUD,FL DIXIE COUNTY,12029,-1
PH,FL DIXIE COUNTY,12029,26
MR,FL DUVAL COUNTY,12031,-1
VO,FL DUVAL COUNTY,12031,-1
MF/Other,FL DUVAL COUNTY,12031,5152
All HUD,FL DUVAL COUNTY,12031,-1
S8 NC/SR,FL DUVAL COUNTY,12031,1952
S236,FL DUVAL COUNTY,12031,1145
PH,FL DUVAL COUNTY,12031,2425
MR,FL ESCAMBIA COUNTY,12033,-1
VO,FL ESCAMBIA COUNTY,12033,-1
MF/Other,FL ESCAMBIA COUNTY,12033,1192
S8 NC/SR,FL ESCAMBIA COUNTY,12033,632
All HUD,FL ESCAMBIA COUNTY,12033,-1
S236,FL ESCAMBIA COUNTY,12033,0
PH,FL ESCAMBIA COUNTY,12033,603
MR,FL FLAGLER COUNTY,12035,-1
VO,FL FLAGLER COUNTY,12035,-1
S8 NC/SR,FL FLAGLER COUNTY,12035,0
All HUD,FL FLAGLER COUNTY,12035,-1
MF/Other,FL FLAGLER COUNTY,12035,0
S236,FL FLAGLER COUNTY,12035,0
PH,FL FLAGLER COUNTY,12035,132
MR,FL FRANKLIN COUNTY,12037,-1
VO,FL FRANKLIN COUNTY,12037,-1
All HUD,FL FRANKLIN COUNTY,12037,-1
MF/Other,FL FRANKLIN COUNTY,12037,0
S236,FL FRANKLIN COUNTY,12037,0
S8 NC/SR,FL FRANKLIN COUNTY,12037,0
PH,FL FRANKLIN COUNTY,12037,64
MR,FL GADSDEN COUNTY,12039,-1
VO,FL GADSDEN COUNTY,12039,-1
MF/Other,FL GADSDEN COUNTY,12039,248
S236,FL GADSDEN COUNTY,12039,0
All HUD,FL GADSDEN COUNTY,12039,-1
S8 NC/SR,FL GADSDEN COUNTY,12039,156
PH,FL GADSDEN COUNTY,12039,14
MR,FL GILCHRIST COUNTY,12041,-1
VO,FL GILCHRIST COUNTY,12041,-1
S236,FL GILCHRIST COUNTY,12041,0
MF/Other,FL GILCHRIST COUNTY,12041,0
All HUD,FL GILCHRIST COUNTY,12041,-1
S8 NC/SR,FL GILCHRIST COUNTY,12041,36
PH,FL GILCHRIST COUNTY,12041,10
MR,FL GLADES COUNTY,12043,-1
VO,FL GLADES COUNTY,12043,-1
S8 NC/SR,FL GLADES COUNTY,12043,0
S236,FL GLADES COUNTY,12043,0
MF/Other,FL GLADES COUNTY,12043,0
All HUD,FL GLADES COUNTY,12043,-1
PH,FL GLADES COUNTY,12043,0
MR,FL GULF COUNTY,12045,-1
VO,FL GULF COUNTY,12045,-1
S236,FL GULF COUNTY,12045,0
All HUD,FL GULF COUNTY,12045,-1
MF/Other,FL GULF COUNTY,12045,0
S8 NC/SR,FL GULF COUNTY,12045,0
PH,FL GULF COUNTY,12045,40
MR,FL HAMILTON COUNTY,12047,-1
VO,FL HAMILTON COUNTY,12047,-1
MF/Other,FL HAMILTON COUNTY,12047,0
All HUD,FL HAMILTON COUNTY,12047,-1
S236,FL HAMILTON COUNTY,12047,0
S8 NC/SR,FL HAMILTON COUNTY,12047,0
PH,FL HAMILTON COUNTY,12047,86
MR,FL HARDEE COUNTY,12049,-1
VO,FL HARDEE COUNTY,12049,-1
S236,FL HARDEE COUNTY,12049,0
S8 NC/SR,FL HARDEE COUNTY,12049,40
All HUD,FL HARDEE COUNTY,12049,-1
MF/Other,FL HARDEE COUNTY,12049,55
PH,FL HARDEE COUNTY,12049,0
MR,FL HENDRY COUNTY,12051,-1
VO,FL HENDRY COUNTY,12051,-1
S8 NC/SR,FL HENDRY COUNTY,12051,0
S236,FL HENDRY COUNTY,12051,0
MF/Other,FL HENDRY COUNTY,12051,126
All HUD,FL HENDRY COUNTY,12051,-1
PH,FL HENDRY COUNTY,12051,0
MR,FL HERNANDO COUNTY,12053,-1
VO,FL HERNANDO COUNTY,12053,-1
S8 NC/SR,FL HERNANDO COUNTY,12053,0
S236,FL HERNANDO COUNTY,12053,0
MF/Other,FL HERNANDO COUNTY,12053,30
All HUD,FL HERNANDO COUNTY,12053,-1
PH,FL HERNANDO COUNTY,12053,126
MR,FL HIGHLANDS COUNTY,12055,-1
VO,FL HIGHLANDS COUNTY,12055,-1
MF/Other,FL HIGHLANDS COUNTY,12055,0
All HUD,FL HIGHLANDS COUNTY,12055,-1
S236,FL HIGHLANDS COUNTY,12055,0
S8 NC/SR,FL HIGHLANDS COUNTY,12055,142
PH,FL HIGHLANDS COUNTY,12055,129
MR,FL HILLSBOROUGH COUNTY,12057,-1
VO,FL HILLSBOROUGH COUNTY,12057,-1
MF/Other,FL HILLSBOROUGH COUNTY,12057,1891
All HUD,FL HILLSBOROUGH COUNTY,12057,-1
S236,FL HILLSBOROUGH COUNTY,12057,1945
S8 NC/SR,FL HILLSBOROUGH COUNTY,12057,1859
PH,FL HILLSBOROUGH COUNTY,12057,3564
MR,FL HOLMES COUNTY,12059,-1
VO,FL HOLMES COUNTY,12059,-1
All HUD,FL HOLMES COUNTY,12059,-1
S236,FL HOLMES COUNTY,12059,0
MF/Other,FL HOLMES COUNTY,12059,0
S8 NC/SR,FL HOLMES COUNTY,12059,0
PH,FL HOLMES COUNTY,12059,56
MR,FL INDIAN RIVER COUNTY,12061,-1
VO,FL INDIAN RIVER COUNTY,12061,-1
MF/Other,FL INDIAN RIVER COUNTY,12061,88
All HUD,FL INDIAN RIVER COUNTY,12061,-1
S236,FL INDIAN RIVER COUNTY,12061,0
S8 NC/SR,FL INDIAN RIVER COUNTY,12061,80
PH,FL INDIAN RIVER COUNTY,12061,0
MR,FL JACKSON COUNTY,12063,-1
VO,FL JACKSON COUNTY,12063,-1
MF/Other,FL JACKSON COUNTY,12063,140
All HUD,FL JACKSON COUNTY,12063,-1
S8 NC/SR,FL JACKSON COUNTY,12063,180
S236,FL JACKSON COUNTY,12063,0
PH,FL JACKSON COUNTY,12063,174
MR,FL JEFFERSON COUNTY,12065,-1
VO,FL JEFFERSON COUNTY,12065,-1
MF/Other,FL JEFFERSON COUNTY,12065,75
S8 NC/SR,FL JEFFERSON COUNTY,12065,0
All HUD,FL JEFFERSON COUNTY,12065,-1
S236,FL JEFFERSON COUNTY,12065,0
PH,FL JEFFERSON COUNTY,12065,0
MR,FL LAFAYETTE COUNTY,12067,-1
VO,FL LAFAYETTE COUNTY,12067,-1
All HUD,FL LAFAYETTE COUNTY,12067,-1
S8 NC/SR,FL LAFAYETTE COUNTY,12067,36
S236,FL LAFAYETTE COUNTY,12067,0
MF/Other,FL LAFAYETTE COUNTY,12067,0
PH,FL LAFAYETTE COUNTY,12067,0
MR,FL LAKE COUNTY,12069,-1
VO,FL LAKE COUNTY,12069,-1
S8 NC/SR,FL LAKE COUNTY,12069,215
S236,FL LAKE COUNTY,12069,0
MF/Other,FL LAKE COUNTY,12069,173
All HUD,FL LAKE COUNTY,12069,-1
PH,FL LAKE COUNTY,12069,60
MR,FL LEE COUNTY,12071,-1
VO,FL LEE COUNTY,12071,-1
All HUD,FL LEE COUNTY,12071,-1
S8 NC/SR,FL LEE COUNTY,12071,451
MF/Other,FL LEE COUNTY,12071,1164
S236,FL LEE COUNTY,12071,80
PH,FL LEE COUNTY,12071,1113
MR,FL LEON COUNTY,12073,-1
VO,FL LEON COUNTY,12073,-1
S236,FL LEON COUNTY,12073,192
MF/Other,FL LEON COUNTY,12073,757
All HUD,FL LEON COUNTY,12073,-1
S8 NC/SR,FL LEON COUNTY,12073,582
PH,FL LEON COUNTY,12073,539
MR,FL LEVY COUNTY,12075,-1
VO,FL LEVY COUNTY,12075,-1
S8 NC/SR,FL LEVY COUNTY,12075,54
S236,FL LEVY COUNTY,12075,0
MF/Other,FL LEVY COUNTY,12075,0
All HUD,FL LEVY COUNTY,12075,-1
PH,FL LEVY COUNTY,12075,124
MR,FL LIBERTY COUNTY,12077,-1
VO,FL LIBERTY COUNTY,12077,-1
All HUD,FL LIBERTY COUNTY,12077,-1
MF/Other,FL LIBERTY COUNTY,12077,0
S236,FL LIBERTY COUNTY,12077,0
S8 NC/SR,FL LIBERTY COUNTY,12077,0
PH,FL LIBERTY COUNTY,12077,10
MR,FL MADISON COUNTY,12079,-1
VO,FL MADISON COUNTY,12079,-1
MF/Other,FL MADISON COUNTY,12079,76
S236,FL MADISON COUNTY,12079,0
All HUD,FL MADISON COUNTY,12079,-1
S8 NC/SR,FL MADISON COUNTY,12079,72
PH,FL MADISON COUNTY,12079,0
MR,FL MANATEE COUNTY,12081,-1
VO,FL MANATEE COUNTY,12081,-1
MF/Other,FL MANATEE COUNTY,12081,92
S8 NC/SR,FL MANATEE COUNTY,12081,481
S236,FL MANATEE COUNTY,12081,210
All HUD,FL MANATEE COUNTY,12081,-1
PH,FL MANATEE COUNTY,12081,447
MR,FL MARION COUNTY,12083,-1
VO,FL MARION COUNTY,12083,-1
S8 NC/SR,FL MARION COUNTY,12083,202
MF/Other,FL MARION COUNTY,12083,527
S236,FL MARION COUNTY,12083,290
All HUD,FL MARION COUNTY,12083,-1
PH,FL MARION COUNTY,12083,185
MR,FL MARTIN COUNTY,12085,-1
VO,FL MARTIN COUNTY,12085,-1
All HUD,FL MARTIN COUNTY,12085,-1
S236,FL MARTIN COUNTY,12085,0
MF/Other,FL MARTIN COUNTY,12085,124
S8 NC/SR,FL MARTIN COUNTY,12085,0
PH,FL MARTIN COUNTY,12085,70
MR,FL MIAMI-DADE COUNTY,12086,-1
VO,FL MIAMI-DADE COUNTY,12086,-1
MF/Other,FL MIAMI-DADE COUNTY,12086,3547
All HUD,FL MIAMI-DADE COUNTY,12086,-1
S236,FL MIAMI-DADE COUNTY,12086,1002
S8 NC/SR,FL MIAMI-DADE COUNTY,12086,7481
PH,FL MIAMI-DADE COUNTY,12086,10557
MR,FL MONROE COUNTY,12087,-1
VO,FL MONROE COUNTY,12087,-1
S8 NC/SR,FL MONROE COUNTY,12087,130
S236,FL MONROE COUNTY,12087,0
All HUD,FL MONROE COUNTY,12087,-1
MF/Other,FL MONROE COUNTY,12087,149
PH,FL MONROE COUNTY,12087,620
MR,FL NASSAU COUNTY,12089,-1
VO,FL NASSAU COUNTY,12089,-1
S236,FL NASSAU COUNTY,12089,0
S8 NC/SR,FL NASSAU COUNTY,12089,44
MF/Other,FL NASSAU COUNTY,12089,0
All HUD,FL NASSAU COUNTY,12089,-1
PH,FL NASSAU COUNTY,12089,57
MR,FL OKALOOSA COUNTY,12091,-1
VO,FL OKALOOSA COUNTY,12091,-1
All HUD,FL OKALOOSA COUNTY,12091,-1
S8 NC/SR,FL OKALOOSA COUNTY,12091,143
MF/Other,FL OKALOOSA COUNTY,12091,53
S236,FL OKALOOSA COUNTY,12091,0
PH,FL OKALOOSA COUNTY,12091,558
VO,FL OKEECHOBEE COUNTY,12093,-1
MR,FL OKEECHOBEE COUNTY,12093,-1
All HUD,FL OKEECHOBEE COUNTY,12093,-1
MF/Other,FL OKEECHOBEE COUNTY,12093,0
S236,FL OKEECHOBEE COUNTY,12093,0
S8 NC/SR,FL OKEECHOBEE COUNTY,12093,0
PH,FL OKEECHOBEE COUNTY,12093,0
MR,FL ORANGE COUNTY,12095,-1
VO,FL ORANGE COUNTY,12095,-1
S8 NC/SR,FL ORANGE COUNTY,12095,1594
S236,FL ORANGE COUNTY,12095,496
MF/Other,FL ORANGE COUNTY,12095,1088
All HUD,FL ORANGE COUNTY,12095,-1
PH,FL ORANGE COUNTY,12095,1614
MR,FL OSCEOLA COUNTY,12097,-1
VO,FL OSCEOLA COUNTY,12097,-1
MF/Other,FL OSCEOLA COUNTY,12097,135
S236,FL OSCEOLA COUNTY,12097,0
S8 NC/SR,FL OSCEOLA COUNTY,12097,0
All HUD,FL OSCEOLA COUNTY,12097,-1
PH,FL OSCEOLA COUNTY,12097,0
MR,FL PALM BEACH COUNTY,12099,-1
VO,FL PALM BEACH COUNTY,12099,-1
S8 NC/SR,FL PALM BEACH COUNTY,12099,939
S236,FL PALM BEACH COUNTY,12099,382
MF/Other,FL PALM BEACH COUNTY,12099,875
All HUD,FL PALM BEACH COUNTY,12099,-1
PH,FL PALM BEACH COUNTY,12099,1957
MR,FL PASCO COUNTY,12101,-1
VO,FL PASCO COUNTY,12101,-1
S236,FL PASCO COUNTY,12101,0
MF/Other,FL PASCO COUNTY,12101,262
S8 NC/SR,FL PASCO COUNTY,12101,371
All HUD,FL PASCO COUNTY,12101,-1
PH,FL PASCO COUNTY,12101,158
MR,FL PINELLAS COUNTY,12103,-1
VO,FL PINELLAS COUNTY,12103,-1
All HUD,FL PINELLAS COUNTY,12103,-1
S236,FL PINELLAS COUNTY,12103,1703
MF/Other,FL PINELLAS COUNTY,12103,1073
S8 NC/SR,FL PINELLAS COUNTY,12103,2187
PH,FL PINELLAS COUNTY,12103,1604
MR,FL POLK COUNTY,12105,-1
VO,FL POLK COUNTY,12105,-1
All HUD,FL POLK COUNTY,12105,-1
S8 NC/SR,FL POLK COUNTY,12105,753
S236,FL POLK COUNTY,12105,551
MF/Other,FL POLK COUNTY,12105,588
PH,FL POLK COUNTY,12105,937
MR,FL PUTNAM COUNTY,12107,-1
VO,FL PUTNAM COUNTY,12107,-1
All HUD,FL PUTNAM COUNTY,12107,-1
MF/Other,FL PUTNAM COUNTY,12107,50
S236,FL PUTNAM COUNTY,12107,94
S8 NC/SR,FL PUTNAM COUNTY,12107,127
PH,FL PUTNAM COUNTY,12107,464
MR,FL ST. JOHNS COUNTY,12109,-1
VO,FL ST. JOHNS COUNTY,12109,-1
S8 NC/SR,FL ST. JOHNS COUNTY,12109,109
All HUD,FL ST. JOHNS COUNTY,12109,-1
S236,FL ST. JOHNS COUNTY,12109,44
MF/Other,FL ST. JOHNS COUNTY,12109,96
PH,FL ST. JOHNS COUNTY,12109,0
MR,FL ST. LUCIE COUNTY,12111,-1
VO,FL ST. LUCIE COUNTY,12111,-1
MF/Other,FL ST. LUCIE COUNTY,12111,217
All HUD,FL ST. LUCIE COUNTY,12111,-1
S236,FL ST. LUCIE COUNTY,12111,0
S8 NC/SR,FL ST. LUCIE COUNTY,12111,110
PH,FL ST. LUCIE COUNTY,12111,823
MR,FL SANTA ROSA COUNTY,12113,-1
VO,FL SANTA ROSA COUNTY,12113,-1
All HUD,FL SANTA ROSA COUNTY,12113,-1
MF/Other,FL SANTA ROSA COUNTY,12113,0
S236,FL SANTA ROSA COUNTY,12113,0
S8 NC/SR,FL SANTA ROSA COUNTY,12113,50
PH,FL SANTA ROSA COUNTY,12113,89
MR,FL SARASOTA COUNTY,12115,-1
VO,FL SARASOTA COUNTY,12115,-1
S8 NC/SR,FL SARASOTA COUNTY,12115,252
MF/Other,FL SARASOTA COUNTY,12115,426
All HUD,FL SARASOTA COUNTY,12115,-1
S236,FL SARASOTA COUNTY,12115,0
PH,FL SARASOTA COUNTY,12115,429
MR,FL SEMINOLE COUNTY,12117,-1
VO,FL SEMINOLE COUNTY,12117,-1
All HUD,FL SEMINOLE COUNTY,12117,-1
S236,FL SEMINOLE COUNTY,12117,158
S8 NC/SR,FL SEMINOLE COUNTY,12117,90
MF/Other,FL SEMINOLE COUNTY,12117,121
PH,FL SEMINOLE COUNTY,12117,510
MR,FL SUMTER COUNTY,12119,-1
VO,FL SUMTER COUNTY,12119,-1
MF/Other,FL SUMTER COUNTY,12119,0
S8 NC/SR,FL SUMTER COUNTY,12119,0
All HUD,FL SUMTER COUNTY,12119,-1
S236,FL SUMTER COUNTY,12119,0
PH,FL SUMTER COUNTY,12119,0
MR,FL SUWANNEE COUNTY,12121,-1
VO,FL SUWANNEE COUNTY,12121,-1
MF/Other,FL SUWANNEE COUNTY,12121,80
All HUD,FL SUWANNEE COUNTY,12121,-1
S236,FL SUWANNEE COUNTY,12121,0
S8 NC/SR,FL SUWANNEE COUNTY,12121,132
PH,FL SUWANNEE COUNTY,12121,106
MR,FL TAYLOR COUNTY,12123,-1
VO,FL TAYLOR COUNTY,12123,-1
MF/Other,FL TAYLOR COUNTY,12123,100
S236,FL TAYLOR COUNTY,12123,0
S8 NC/SR,FL TAYLOR COUNTY,12123,0
All HUD,FL TAYLOR COUNTY,12123,-1
PH,FL TAYLOR COUNTY,12123,0
MR,FL UNION COUNTY,12125,-1
VO,FL UNION COUNTY,12125,-1
S236,FL UNION COUNTY,12125,0
S8 NC/SR,FL UNION COUNTY,12125,48
All HUD,FL UNION COUNTY,12125,-1
MF/Other,FL UNION COUNTY,12125,0
PH,FL UNION COUNTY,12125,122
MR,FL VOLUSIA COUNTY,12127,-1
VO,FL VOLUSIA COUNTY,12127,-1
All HUD,FL VOLUSIA COUNTY,12127,-1
S236,FL VOLUSIA COUNTY,12127,150
S8 NC/SR,FL VOLUSIA COUNTY,12127,511
MF/Other,FL VOLUSIA COUNTY,12127,1142
PH,FL VOLUSIA COUNTY,12127,1044
VO,FL WAKULLA COUNTY,12129,-1
MR,FL WAKULLA COUNTY,12129,-1
S236,FL WAKULLA COUNTY,12129,0
All HUD,FL WAKULLA COUNTY,12129,-1
S8 NC/SR,FL WAKULLA COUNTY,12129,0
MF/Other,FL WAKULLA COUNTY,12129,0
PH,FL WAKULLA COUNTY,12129,0
MR,FL WALTON COUNTY,12131,-1
VO,FL WALTON COUNTY,12131,-1
All HUD,FL WALTON COUNTY,12131,-1
S8 NC/SR,FL WALTON COUNTY,12131,50
S236,FL WALTON COUNTY,12131,0
MF/Other,FL WALTON COUNTY,12131,48
PH,FL WALTON COUNTY,12131,50
MR,FL WASHINGTON COUNTY,12133,-1
VO,FL WASHINGTON COUNTY,12133,-1
MF/Other,FL WASHINGTON COUNTY,12133,0
All HUD,FL WASHINGTON COUNTY,12133,-1
S236,FL WASHINGTON COUNTY,12133,0
S8 NC/SR,FL WASHINGTON COUNTY,12133,0
PH,FL WASHINGTON COUNTY,12133,88
VO,FL NO COUNTY CODE,12999,-1
MR,FL NO COUNTY CODE,12999,-1
MF/Other,FL NO COUNTY CODE,12999,0
S8 NC/SR,FL NO COUNTY CODE,12999,0
S236,FL NO COUNTY CODE,12999,0
All HUD,FL NO COUNTY CODE,12999,-1
PH,FL NO COUNTY CODE,12999,50
MR,GA APPLING COUNTY,13001,-1
VO,GA APPLING COUNTY,13001,-1
MF/Other,GA APPLING COUNTY,13001,0
All HUD,GA APPLING COUNTY,13001,-1
S8 NC/SR,GA APPLING COUNTY,13001,30
S236,GA APPLING COUNTY,13001,0
PH,GA APPLING COUNTY,13001,158
MR,GA ATKINSON COUNTY,13003,-1
VO,GA ATKINSON COUNTY,13003,-1
MF/Other,GA ATKINSON COUNTY,13003,0
S8 NC/SR,GA ATKINSON COUNTY,13003,28
All HUD,GA ATKINSON COUNTY,13003,-1
S236,GA ATKINSON COUNTY,13003,0
PH,GA ATKINSON COUNTY,13003,44
MR,GA BACON COUNTY,13005,-1
VO,GA BACON COUNTY,13005,-1
MF/Other,GA BACON COUNTY,13005,0
All HUD,GA BACON COUNTY,13005,-1
S8 NC/SR,GA BACON COUNTY,13005,0
S236,GA BACON COUNTY,13005,0
PH,GA BACON COUNTY,13005,303
VO,GA BAKER COUNTY,13007,-1
MR,GA BAKER COUNTY,13007,-1
S8 NC/SR,GA BAKER COUNTY,13007,0
MF/Other,GA BAKER COUNTY,13007,0
All HUD,GA BAKER COUNTY,13007,-1
S236,GA BAKER COUNTY,13007,0
PH,GA BAKER COUNTY,13007,0
VO,GA BALDWIN COUNTY,13009,-1
MR,GA BALDWIN COUNTY,13009,-1
MF/Other,GA BALDWIN COUNTY,13009,13
S236,GA BALDWIN COUNTY,13009,76
S8 NC/SR,GA BALDWIN COUNTY,13009,115
All HUD,GA BALDWIN COUNTY,13009,-1
PH,GA BALDWIN COUNTY,13009,324
VO,GA BANKS COUNTY,13011,-1
MR,GA BANKS COUNTY,13011,-1
MF/Other,GA BANKS COUNTY,13011,0
S236,GA BANKS COUNTY,13011,0
S8 NC/SR,GA BANKS COUNTY,13011,0
All HUD,GA BANKS COUNTY,13011,-1
PH,GA BANKS COUNTY,13011,58
MR,GA BARROW COUNTY,13013,-1
VO,GA BARROW COUNTY,13013,-1
MF/Other,GA BARROW COUNTY,13013,39
S236,GA BARROW COUNTY,13013,0
S8 NC/SR,GA BARROW COUNTY,13013,0
All HUD,GA BARROW COUNTY,13013,-1
PH,GA BARROW COUNTY,13013,321
VO,GA BARTOW COUNTY,13015,-1
MR,GA BARTOW COUNTY,13015,-1
MF/Other,GA BARTOW COUNTY,13015,0
S236,GA BARTOW COUNTY,13015,0
S8 NC/SR,GA BARTOW COUNTY,13015,140
All HUD,GA BARTOW COUNTY,13015,-1
PH,GA BARTOW COUNTY,13015,358
VO,GA BEN HILL COUNTY,13017,-1
MR,GA BEN HILL COUNTY,13017,-1
S8 NC/SR,GA BEN HILL COUNTY,13017,205
S236,GA BEN HILL COUNTY,13017,0
All HUD,GA BEN HILL COUNTY,13017,-1
MF/Other,GA BEN HILL COUNTY,13017,0
PH,GA BEN HILL COUNTY,13017,221
VO,GA BERRIEN COUNTY,13019,-1
MR,GA BERRIEN COUNTY,13019,-1
All HUD,GA BERRIEN COUNTY,13019,-1
MF/Other,GA BERRIEN COUNTY,13019,0
S236,GA BERRIEN COUNTY,13019,0
S8 NC/SR,GA BERRIEN COUNTY,13019,0
PH,GA BERRIEN COUNTY,13019,159
VO,GA BIBB COUNTY,13021,-1
MR,GA BIBB COUNTY,13021,-1
All HUD,GA BIBB COUNTY,13021,-1
MF/Other,GA BIBB COUNTY,13021,1035
S236,GA BIBB COUNTY,13021,483
S8 NC/SR,GA BIBB COUNTY,13021,1121
PH,GA BIBB COUNTY,13021,1873
MR,GA BLECKLEY COUNTY,13023,-1
VO,GA BLECKLEY COUNTY,13023,-1
MF/Other,GA BLECKLEY COUNTY,13023,0
S236,GA BLECKLEY COUNTY,13023,0
All HUD,GA BLECKLEY COUNTY,13023,-1
S8 NC/SR,GA BLECKLEY COUNTY,13023,0
PH,GA BLECKLEY COUNTY,13023,115
VO,GA BRANTLEY COUNTY,13025,-1
MR,GA BRANTLEY COUNTY,13025,-1
S8 NC/SR,GA BRANTLEY COUNTY,13025,0
S236,GA BRANTLEY COUNTY,13025,0
MF/Other,GA BRANTLEY COUNTY,13025,0
All HUD,GA BRANTLEY COUNTY,13025,-1
PH,GA BRANTLEY COUNTY,13025,41
VO,GA BROOKS COUNTY,13027,-1
MR,GA BROOKS COUNTY,13027,-1
S8 NC/SR,GA BROOKS COUNTY,13027,0
S236,GA BROOKS COUNTY,13027,0
MF/Other,GA BROOKS COUNTY,13027,0
All HUD,GA BROOKS COUNTY,13027,-1
PH,GA BROOKS COUNTY,13027,217
VO,GA BRYAN COUNTY,13029,-1
MR,GA BRYAN COUNTY,13029,-1
S236,GA BRYAN COUNTY,13029,0
S8 NC/SR,GA BRYAN COUNTY,13029,0
MF/Other,GA BRYAN COUNTY,13029,30
All HUD,GA BRYAN COUNTY,13029,-1
PH,GA BRYAN COUNTY,13029,38
VO,GA BULLOCH COUNTY,13031,-1
MR,GA BULLOCH COUNTY,13031,-1
S8 NC/SR,GA BULLOCH COUNTY,13031,208
MF/Other,GA BULLOCH COUNTY,13031,60
S236,GA BULLOCH COUNTY,13031,42
All HUD,GA BULLOCH COUNTY,13031,-1
PH,GA BULLOCH COUNTY,13031,147
VO,GA BURKE COUNTY,13033,-1
MR,GA BURKE COUNTY,13033,-1
S236,GA BURKE COUNTY,13033,64
S8 NC/SR,GA BURKE COUNTY,13033,80
All HUD,GA BURKE COUNTY,13033,-1
MF/Other,GA BURKE COUNTY,13033,0
PH,GA BURKE COUNTY,13033,309
VO,GA BUTTS COUNTY,13035,-1
MR,GA BUTTS COUNTY,13035,-1
MF/Other,GA BUTTS COUNTY,13035,0
All HUD,GA BUTTS COUNTY,13035,-1
S8 NC/SR,GA BUTTS COUNTY,13035,0
S236,GA BUTTS COUNTY,13035,0
PH,GA BUTTS COUNTY,13035,89
VO,GA CALHOUN COUNTY,13037,-1
MR,GA CALHOUN COUNTY,13037,-1
All HUD,GA CALHOUN COUNTY,13037,-1
S8 NC/SR,GA CALHOUN COUNTY,13037,0
MF/Other,GA CALHOUN COUNTY,13037,0
S236,GA CALHOUN COUNTY,13037,0
PH,GA CALHOUN COUNTY,13037,88
VO,GA CAMDEN COUNTY,13039,-1
MR,GA CAMDEN COUNTY,13039,-1
MF/Other,GA CAMDEN COUNTY,13039,27
All HUD,GA CAMDEN COUNTY,13039,-1
S236,GA CAMDEN COUNTY,13039,0
S8 NC/SR,GA CAMDEN COUNTY,13039,224
PH,GA CAMDEN COUNTY,13039,114
VO,GA CANDLER COUNTY,13043,-1
MR,GA CANDLER COUNTY,13043,-1
All HUD,GA CANDLER COUNTY,13043,-1
S236,GA CANDLER COUNTY,13043,0
MF/Other,GA CANDLER COUNTY,13043,0
S8 NC/SR,GA CANDLER COUNTY,13043,0
PH,GA CANDLER COUNTY,13043,122
VO,GA CARROLL COUNTY,13045,-1
MR,GA CARROLL COUNTY,13045,-1
All HUD,GA CARROLL COUNTY,13045,-1
MF/Other,GA CARROLL COUNTY,13045,0
S8 NC/SR,GA CARROLL COUNTY,13045,170
S236,GA CARROLL COUNTY,13045,50
PH,GA CARROLL COUNTY,13045,474
VO,GA CATOOSA COUNTY,13047,-1
MR,GA CATOOSA COUNTY,13047,-1
S8 NC/SR,GA CATOOSA COUNTY,13047,101
MF/Other,GA CATOOSA COUNTY,13047,0
S236,GA CATOOSA COUNTY,13047,150
All HUD,GA CATOOSA COUNTY,13047,-1
PH,GA CATOOSA COUNTY,13047,104
VO,GA CHARLTON COUNTY,13049,-1
MR,GA CHARLTON COUNTY,13049,-1
All HUD,GA CHARLTON COUNTY,13049,-1
S8 NC/SR,GA CHARLTON COUNTY,13049,0
MF/Other,GA CHARLTON COUNTY,13049,0
S236,GA CHARLTON COUNTY,13049,0
PH,GA CHARLTON COUNTY,13049,50
VO,GA CHATHAM COUNTY,13051,-1
MR,GA CHATHAM COUNTY,13051,-1
All HUD,GA CHATHAM COUNTY,13051,-1
S8 NC/SR,GA CHATHAM COUNTY,13051,1324
S236,GA CHATHAM COUNTY,13051,449
MF/Other,GA CHATHAM COUNTY,13051,232
